id,query
1147,extracorporeal membranous oxygenation
1148,eye disease
1149,eye health
1150,eye parasites
1151,factory farming practices
1152,fake meat
1153,fall risk
1154,farm animals
1155,Farm Bill
1156,farmers
1157,fast food
1158,fat
1159,fatigue
1160,fatty liver disease
1161,fava beans
1162,FDA
1163,feather meal
1164,fecal bacteria
1165,fecal contamination
1166,fecal continence
1167,fecal transplant
1169,feed additives
1170,feline leukemia virus
1171,fennel
1172,fenugreek
1173,fermented foods
1174,fertility
1175,fever
1176,fiber
1177,fibrocystic breast disease
1178,fibroids
1179,fibromyalgia
1180,fiddlehead ferns
1181,figs
1183,Finland
1184,Firmicutes
1185,fish
1186,fish oil
1187,fish sauce
1188,fisitin
1189,flame-retardant chemicals
1190,flatulence
1191,flavonoids
1192,flavonols
1193,flax oil
1194,flax seeds
1195,flesh-eating bacteria
1196,flexitarians
1197,Flomax
1198,flowers
1199,fluoride
1200,flying foxes
1201,FODMAPs
1202,folate
1203,folic acid
1204,food additives
1205,food dyes
1206,food poisoning
1207,food recalls
1208,food sensitivities
1210,foodborne illness
1211,foreign body
1212,Forks Over Knives
1213,formaldehyde
1214,Fosamax
1216,foxglove
1217,fragrance
1218,Framingham Heart Study
1219,France
1220,Freedom of Information Act
1221,french fries
1222,Froot Loops
1223,frozen fruit
1224,fructans
1225,fructose
1226,fruit
1227,fruit and vegetable wash
1228,fruit juice
1229,frying
1230,FTC
1232,Fukushima
1233,fungicides
1234,gala apples
1235,galactose
1236,galactosemia
1237,gallbladder disease
1238,gallbladder health
1239,gallstones
1240,gangrene
1241,garbanzo beans
1242,gargling
1243,garlic
1244,gastric bypass
1245,gastric emptying
1249,genetic manipulation
1250,genital health
1251,genital warts
1254,Germany
1255,Gerson Therapy
1256,gestational diabetes
1257,giantism
1258,ginger
1260,gingerols
1261,glaucoma
1262,Global Burden of Disease Study
1264,gluten
1265,glyburide
1266,glycemic index
1267,glycoalkaloids
1268,glyconutrients
1269,glycotoxins
1270,glyphosate
1271,GMO
1273,goiter
1275,goji berries
1276,gold dust retinopathy
1278,golden raisins
1279,gooseberries
1281,gout
1282,grains
1284,grape juice
1285,grape seed oil
1286,grapefruit
1287,grapefruit juice
1288,grapes
1289,Grave’s disease
1290,gravy
1291,Great Lakes
1292,Greece
1293,green beans
1295,green tea
1296,greens
1297,greta
1298,grilling
1299,growth promoters
1300,guacamole
1301,guava
1302,Guillain-Barré syndrome
1303,gum arabic
1304,gut flora
1305,gynecomastia
1306,Häagen-Dazs
1307,hair health
1308,hair loss
1309,halibut
1310,halitosis
1312,ham
1313,hamburgers
1314,hand washing
1315,happiness
1316,haritaki fruit
1317,Harmane
1318,Harvard
1319,Harvard Nurses' Health Study
1320,Harvard Physicians’ Study II
1322,hawthorn
1323,hay fever
1324,hazelnut oil
1325,hazelnuts
1326,HDL cholesterol
1327,head lice
1328,head trauma
1329,headaches
1330,health food stores
1331,hearing
1332,heart disease
1333,heart diseases
1334,heart failure
1335,heart health
1336,heart rate variability
1337,heartbeat
1339,heavy metals
1340,Hegsted Equation
1341,HeLa cells
1342,heme iron
1343,hemlock
1345,hemorrhoids
1346,hepatitis
1347,hepatitis E
1348,hepatotoxins
1349,herbal remedies
1350,herbal tea
1351,Herbalife
1352,herbs
1353,hernia
1354,herring
1355,Hershey's
1356,hesperidin
1357,heterocyclic amines
1358,hexachlorobenzene
1359,hiatal hernia
1360,hibiscus tea
1361,high fructose corn syrup
1362,hijiki
1363,Hiroshima
1364,histones
1365,hives
1366,holotranscobalamin
1367,holy basil tea
1368,homeopathy
1369,homocysteine
1370,honey
1371,honeybush tea
1373,hormesis
1374,hormonal dysfunction
1375,hormones
1376,horsemeat
1377,hot dogs
1378,hot flashes
1381,human papilloma virus
1382,Huntington’s disease
1383,hydrogen sulfide
1384,hydrogenated fats
1386,Hydroxycut
1387,hyperactivity
1388,hyperpigmentation
1389,hypertension
1390,hypospadias
1391,hysterectomy
1392,iatrogenic
1393,Ibuprofen
1394,ice cream
1395,ice diet
1397,IgA
1398,IGF-1
1399,immune function
1400,immunosuppressive drugs
1401,impotence
1402,in vitro studies
1403,incontinence
1404,India
1405,indigestion
1407,Indonesia
1408,industrial pollutants
1409,industrial toxins
1410,industry influence
1411,infant formula
1412,infants
1413,infertility
1414,inflammation
1415,inflammatory bowel disease
1416,informed consent
1417,inner ear cancer
1418,insecticides
1419,insects
1420,insomnia
1421,Institute of Medicine
1422,insulin
1423,intelligence
1424,INTERHEART study
1425,interleukin-1
1426,internal bleeding
1427,intestinal health
1428,iodine
1429,Iowa Women’s Health Study
1430,ipecac
1431,IQ4 5b
1432,Ireland
1434,iron
1435,irritable bowel syndrome
1436,isoflavones
1437,Israel
1438,Jack Norris
1440,jam
1441,Japan
1442,jasmine tea
1443,jaundice
1445,jelly beans
1446,Jerusalem artichokes
1447,Johns Hopkins University
1448,joint disease
1449,joint health
1450,Judaism
1451,juice
1453,junk food
1454,Kaiser Permanente
1455,kale
1456,kangaroo meat
1457,Kaposi’s sarcoma
1458,kelp
1459,keriorrhea
1460,ketogenic agent AC-1202
1461,KFC
1462,kidney
1463,kidney beans
1464,kidney cancer
1465,kidney disease
1466,kidney failure
1467,kidney function
1468,kidney health
1469,kidney stones
1470,kimchi
1471,kingdom
1472,kiwi fruit
1473,kohlrabi
1474,kombu
1475,kombucha tea
1476,Korea
1477,Kraft
1478,Kuna Indians
1479,lactation
1481,lactic acid
1482,lactose
1484,lamb
1485,lard
1486,Laron syndrome
1487,lasers
1489,lauric acid
1490,lavender
1491,laxatives
1492,LDL cholesterol
1493,lead
1494,leaky gut theory
1495,lecithin
1496,leeks
1497,legumes
1498,lemon verbena
1499,lemonbalm
1500,lemongrass
1501,lemons
1502,lentil effect
1503,lentils
1504,leptin
1505,lettuce
1506,leucine
1507,leukemia
1508,lichen planus
1509,licorice
1510,lifespan
1511,Lifestyle medicine
1512,lignans
1513,lima beans
1514,limes
1515,limonin
1516,Lindane
1517,Linguatula serrate
1518,Lipitor
1519,liposuction
1520,lipotoxicity
1521,lipotoxicty
1523,liquid smoke
1524,Listeria
1525,liver
1526,liver cancer
1527,liver disease
1528,liver failure
1529,liver health
1530,liver inflammation
1531,Loma Linda University
1532,Long Island
1533,longevity
1534,Lou Gehrig's disease
1535,Louis Pasteur
1536,lovastatin
1537,low-carb diets
1538,low-fat diets
1539,lower back pain
1540,lox
1541,lung cancer
1542,lung disease
1543,lung health
1544,lutein
1545,luteolin
1546,lycopene
1547,lyme disease
1548,lymphoma
1549,Lyon Diet Heart Study
1550,M&M's
1551,macadamia nuts
1552,macadamia oil
1553,mackerel
1554,macular degeneration
1555,mad cow disease
1556,maggots
1557,magnesium
1558,Maimonides
1560,malaria
1561,Malaysia
1562,maltodextrin
1563,manganese
1564,mango
1565,mangosteen
1566,manure
1567,MAO Inhibitors
1568,maple syrup
1569,maraschino cherry
1570,Marek's disease virus
1571,margarine
1572,Marion Nestle
1574,marketing
1575,marshmallows
1576,massage
1577,mastalgia
1578,mastectomy
1579,mastitis
1580,matcha
1581,maté
1582,Mayo Clinic
1583,McDonald’s
1585,meat
1586,meat analogs
1587,meat glue
1588,Meatless Mondays
1589,medical education
1590,medical ethics
1591,medical profession
1592,Medicare
1594,medications
1595,meditation
1596,Mediterranean diet
1597,medium-chain fatty acids
1598,melanoma
1599,melatonin
1600,MelQx
1601,memory
1602,men's health
1603,menarche
1604,Meningioma
1605,menopause
1606,menstruation
1607,mental health
1608,mercury
1609,mesclun mix
1610,mesothelioma
1611,mesquite
1612,meta-analysis
1613,metabolic syndrome
1614,Metabolife
1615,metabolism
1616,Metamucil
1617,metastases
1618,metastatic calcification
1619,methionine
1620,methylmalonic acid
1621,Mevacor
1623,Mexico
1624,MGUS
1628,microbiome
1629,microcephaly
1630,microcystins
1631,Micronase
1632,microwaving
1633,migraine headaches
1634,migraines
1635,milk
1636,milk chocolate
1637,millet
1638,mineral clay
1639,mint
1640,Mioscene
1641,miscarriage
1642,miso
1643,MIT
1644,mitochondria
1645,molasses
1646,mold
1647,monkfish
1648,monounsaturated fats
1649,Monsanto
1650,mood
1651,moose meat
1652,morbidity
1654,morphine
1655,mortality
1656,mouth cancer
1657,mouthwash
1659,MPTP
1660,MRSA
1661,MSG
1662,mucus
1663,multiple myeloma
1664,multiple sclerosis
1665,multivitamins
1666,muscle disease
1667,muscle health
1668,muscle inflammation
1669,muscle soreness
1670,muscle strength
1671,mushrooms
1673,mustard greens
1675,mustard powder
1676,mustard seeds
1677,mutation
1678,mycotoxins
1679,myelopathy
1681,myristic acid
1682,Nagasaki
1683,nail health
1684,nanoparticles
1685,naphthalene
1686,naproxen
1687,NASA
1688,nasal cavity cancer
1689,nasal irrigation
1690,National Academy of Sciences
1691,National Beef Cattleman’s Association
1692,National Cancer Institute
1693,National Cattlemen's Beef Association
1694,National Confectioners Association
1695,National Dairy Board
1696,National Dairy Council
1697,National Dairy Promotion Board
1698,National Pork Board
1699,National Pork Producers Council
1700,Native Americans
1701,natural toxins
1702,nausea
1703,navy beans
1704,necrotizing fasciitis
1705,Nepal
1706,nerve health
1707,Netherlands
1708,neti pot
1709,Neu5Gc
1710,neurocysticercosis
1711,neuropathy
1712,neurotoxins
1714,New Orleans
1715,New York City
1716,New York Coalition for Healthy School Food
1717,New Zealand
1718,nicotine
1719,Nigeria
1720,nightshades
1721,NIH-AARP study
1722,nitrate
1723,nitric oxide
1724,nitrite
1725,nitroglycerin
1726,nitrosamines
1727,non-Hodgkin lymphoma
1728,nonalcoholic fatty liver disease
1729,noni fruit
1730,nori
1731,norovirus
1732,Norway
1733,Nuremburg Code
1734,nutmeg
1735,Nutrasweet
1736,nutrient absorption
1737,nutrient density
1738,nutrient synergy
1739,nutrition myths
1740,nutritional yeast
1741,nuts
1742,oatmeal
1743,oats
1744,Obama
1745,obesity
1746,obesogens
1747,occupational health
1748,octopus
1749,offal
1750,oils
1752,okra
1753,olive oil
1754,olives
1755,omega-3 fatty acids
1756,omnivores
1757,onions
1758,oolong tea
1759,optimal diet
1760,oral cancer
1761,oral health
1762,oral intraepithelial neoplasia
1763,orange juice
1764,oranges
1765,oregano
1766,Oregon
1767,organ meats
1768,organic
1769,organic foods
1770,organic milk
1771,organochlorines
1772,organotins
1773,orgasm
1774,Orville Redenbacher
1776,osteoarthritis
1777,osteoporosis
1778,Outback Steakhouse
1779,ovarian cancer
1780,ovary health
1781,overeating
1783,oxalates
1784,oxen meat
1785,Oxford
1786,oxidative stress
1787,oyster mushrooms
1788,oysters
1789,paclitaxel
1790,paella
1791,pain
1792,paleolithic diets
1793,palmitic acid
1794,Panama
1795,pancakes
1796,pancreas health
1797,pancreatic cancer
1798,pancreatic enzymes
1799,pancreatitis
1801,papaya
1802,paralysis
1803,Paramide Plus
1804,parasites
1805,Parkinson's disease
1806,parkinsonism-dementia complex
1808,pasta
1809,pasteurization
1810,patent
1812,PBCs
1813,PBDEs
1814,PCBs
1815,PCOS
1816,peaches
1817,peanut butter
1818,peanuts
1819,pears
1820,peas
1821,pecans
1822,penicillin
1823,penile bone
1824,penis cancer
1825,penis health
1826,penis size
1827,Peoria
1828,pepper
1829,peppermint
1830,peppermint oil
1831,peppers
1832,Pepsi
1833,perfluorochemicals
1834,periodontal disease
1835,persin
1836,persistent organic pollutants
1837,pesticides
1838,petroleum jelly
1839,pets
1840,petunidin
1841,Pew Commission
1842,Pfizer
1843,pH
1844,pharmacists
1845,pheasants
1846,phenolics
1847,philippines
1848,Phillip Morris
1849,PhIP
1850,phosgene
1851,phosphate additives
1852,phosphorus
1853,phthalates
1854,physical attraction
1855,Physicians Committee for Responsible Medicine
1856,phytates
1857,phytic acid
1858,phytoestrogens
1859,phytonutrients
1860,phytosterols
1861,pickled vegetables
1862,pie
1863,pine needles
1864,pine nuts
1865,pineal gland
1866,pineapple juice
1867,pineapples
1868,pinto beans
1869,piperine
1870,pistachio principle
1871,pistachios
1872,pizza
1873,Pizza Hut
1874,placebo
1875,placebo effect
1876,plant protein
1877,plant-based diet
1878,plant-based diets
1879,plantains
1880,plasma membrane
1881,plastic
1882,platelets
1883,plums
1884,plutonium
1885,pneumonia
1886,pneumovax
1887,poisonous plants
1888,Poland
1889,polonium
1890,polycarbonate plastic
1891,polychlorinated naphthalenes
1892,polycyclic aromatic hydrocarbons
1893,polycyclic hydrocarbons
1894,polyethylene plastic
1895,polymyositis
1896,polyphenols
1897,polypropylene plastic
1898,polyps
1899,polyradiculoneuropathy
1900,Polysorbate 80
1901,pomegranate juice
1902,pomegranates
1904,popcorn
1905,popcorn lung
1906,poppy seeds
1907,porcine endogenous retroviruses
1909,pork
1910,pork brains
1911,pork rinds
1912,portobello mushrooms
1913,potassium
1914,potassium sorbate
1915,potato chips
1916,potatoes
1917,poultry
1918,poultry viruses
1919,poultry workers
1920,prebiotics
1921,Precose
1922,prediabetes
1923,PREDIMED
1924,pregnancy
1925,prehistoric diets
1926,Premarin
1927,premature puberty
1928,premenstrual syndrome
1929,prenatal vitamins
1930,preservatives
1931,pressure cooking
1932,pretzels
1933,prion disease
1934,Pritikin
1935,probiotics
1937,processed foods
1938,processed meat
1939,processed meats
1940,prolactin
1941,propionate
1942,Propulcid
1943,prostate cancer
1944,prostate health
1945,prostatectomy
1946,protein
1947,protein powder
1948,Proteus mirabilis
1949,Prozac
1950,prunes
1951,PSA
1952,pseudomembranous colitis
1954,psoriasis
1955,psychosis
1956,psyllium
1957,PTH
1958,puberty
1960,puffer fish
1961,pulmonary embolism
1962,pumpkin
1963,pumpkin seeds
1964,Purevia
1965,purines
1966,purple potatoes
1967,purslane
1968,pus
1969,putrescine
1970,QALY
1971,quercitin
1972,quinine
1973,quinoa
1974,Quorn
1975,rabbit meat
1976,rabies
1977,ractopamine
1978,radiation
1980,radishes
1981,raisins
1982,ranking foods
1983,rapamycin
1984,rash
1985,raspberries
1986,raw food
1987,Ray Cronice
1988,recipes
1989,rectal cancer
1992,red dye #3
1993,red meat
1994,red onions
1995,red tea
1996,red wine
1997,red yeast rice
2000,reindeer meat
2002,reproductive health
2003,respiratory infections
2004,restaurants
2005,resveratrol
2006,reticuloendotheliosis virus
2007,reversing chronic disease
2009,rhabdomyolysis
2010,rheumatoid arthritis
2011,rhubarb
2012,riboflavin
2013,rice
2014,rice bran
2015,rice bran oil
2016,Rice Diet
2017,rice milk
2018,Richard Dawkins
2019,rickets
2020,Ritalin
2021,roasting
2022,rooibos
2023,rooibos tea
2024,rose hips
2025,rosemary
2026,rosmarinic acid
2027,Roundup
2029,rutabagas
2030,Rutin
2031,rye
2032,saccharin
2033,safety limits
2034,safflower oil
2035,saffron
2036,salads
2037,salami
2038,salami brusher's disease
2039,saliva
2040,salmon
2041,Salmonella
2042,salsa
2043,salt
2044,Salt Institute
2045,sandwiches
2046,saoot
2048,sarcocystis
2049,sardines
2050,saturate fat
2051,saturated fat
2052,sauerkraut
2053,sausage
2054,scallions
2055,schizophrenia
2056,School Lunch Program
2057,sciatica
2058,scombroid poisoning
2059,scurvy
2060,sea vegetables
2061,seafood
2062,seafood workers
2063,seal oil
2064,second meal effect
2065,seeds
2066,seitan
2067,seizures
2068,selenium
2069,semen
2070,sense of smell
2071,serotonin
2072,sesame oil
2073,sesame seeds
2074,sexual dysfunction
2075,sexual health
2076,sexual selection
2077,sexual transmission
2078,shark cartilage
2079,shark oil
2080,sheep
2081,shelf life
2082,shiitake mushrooms
2084,shopping carts
2085,shortening
2086,shrimp
2087,side effects
2088,SIDS
2089,Singapore
2090,sinus health
2091,sinusitis
2092,sirtuins
2093,skim milk
2094,skin cancer
2095,skin health
2096,sleep
2097,sleeping pills
2098,Slovakia
2099,Slovenia
2100,Smithfield
2101,smoked foods
2102,smoking
2103,smoothies
2105,snail meat
2106,snake oil
2107,snake venom
2108,social anxiety disorder
2109,soda
2110,sodium
2111,sodium benzoate
2112,sodium bicarbonate
2113,soil health
2114,sorbitol
2115,sore throat
2116,soup
2117,South Africa
2119,soy
2120,soy milk
2121,soy sauce
2122,soybeans
2123,Spain
2124,spearmint
2125,speech impairment
2126,sperm counts
2127,spermine
2128,spices
2129,spicy food
2130,spillover effect
2131,spinach
2132,spinal cord health
2133,spirulina
2134,Splenda
2135,split peas
2136,spoilage
2137,sports drinks
2138,sports medicine
2139,sprouting
2140,sprouts
2141,squash
2142,squash seeds
2144,SSRI's
2145,St. John's wort
2146,standard American diet
2147,staph infection
2148,STARI
2149,statins
2151,steak
2152,steaming
2153,stearic acid
2154,stem cells
2155,steroids
2156,stevia
2158,stomach cancer
2159,stomach health
2160,stomach inflammation
2161,stomach ulcers
2162,stool size
2163,strawberries
2164,stress
2165,stress test
2166,stroke
2167,subsidies
2168,substance P
2169,sucralose
2170,sudden cardiac death
2171,sugar
2172,Sugar Association
2173,Sugar Twin
2174,suicide
2175,sulfites
2176,sulforaphane
2177,sulfur
2178,sulfur dioxide
2179,sunburn
2180,sunchokes
2181,sunflower seeds
2182,sunlight
2183,superbugs
2184,supermarkets
2185,superoxide dismutase
2186,supplements
2187,suppositories
2188,Supreme Court
2189,Surgeon General
2190,surgery
2191,sushi
2192,sustainability
2193,Sweden
2194,Sweet and Low
2195,Sweet One
2196,sweet potatoes
2197,sweeteners
2198,Swiss chard
2199,swordfish
2202,tahini
2203,Taiwan
2204,tamoxifen
2205,tamsulosin
2206,tangeretin
2207,tanning beds
2208,tapeworms
2209,taro
2210,tarragon
2211,tart cherries
2212,taste buds
2214,Taxol
2215,tea
2216,teff
2217,television
2218,telomerase
2219,telomeres
2220,tempeh
2221,testicular cancer
2222,testicular health
2223,testosterone
2224,tetrodotoxin
2225,Texas
2226,TGI Friday's
2227,thalidomide
2228,theanine
2229,thermogenics
2230,thiamine
2231,thimerosal
2232,throat cancer
2233,throat health
2234,thyme
2235,thymus
2236,thyroid cancer
2237,thyroid disease
2238,thyroid health
2239,tick bites
2240,titanium dioxide
2241,TMAO
2242,tobacco
2243,tofu
2244,Tomato Effect
2245,tomato juice
2246,tomato sauce
2247,tomatoes
2248,Tonga
2249,tongue cancer
2250,tongue worm
2251,tonsil cancer
2252,TOR
2253,torcetrapib
2254,Toxaphene
2255,toxic megacolon
2256,toxoplasma
2258,traffic
2259,trail mix
2260,trans fat
2261,trans fats
2262,transglutaminase
2263,treadmill
2264,tremors
2265,triglycerides
2266,trigylcerides
2267,trimethylamine
2268,triphala
2269,Truvia
2270,tryptophan
2271,Tufts
2272,tulsi tea
2273,Tumor necrosis factor
2274,tumor suppressor genes
2275,Tums
2276,tuna
2277,Tuna Council
2278,turbinado sugar
2279,turkey
2280,turmeric
2281,turnips
2282,TVP
2283,twin studies
2284,Twinkies
2285,twins
2286,Tylenol
2287,U.S. Department of Defense
2288,U.S. Dry Bean Council
2289,Uganda
2290,ulcerative colitis
2291,ultra-processed foods
2292,underweight
2293,Union of Concerned Scientists
2294,United Kingdom
2295,uric acid
2296,urinary tract infections
2297,urticaria
2298,Uruguay
2299,USDA
2300,uterine cancer
2301,uterine health
2302,vaccinations
2303,vaccines
2304,vaginal cancer
2305,vaginal discharge
2306,vaginal health
2307,vaginosis
2308,Valium
2309,varicose veins
2310,Vaseline
2311,veal
2312,veal brains
2313,vegans
2314,vegetable oil
2315,vegetable protein
2316,vegetables
2317,vegetarians
2318,VEGF
2319,veggie bacon
2320,veggie burgers
2321,veggie chicken
2322,veggie dogs
2323,Veggiecation
2324,venison
2326,Vesanto Melina
2327,Viagra
2328,Vietnam
2329,vincristine
2330,vinegar
2331,Vioxx
2332,viral infections
2333,Virginia Messina
2334,vision
2335,visual disturbance
2336,vitamin A
2337,vitamin B1
2338,vitamin B12
2340,vitamin C
2341,vitamin D
2342,vitamin E
2343,vitamin K
2344,vitamins
2345,VLDL
2346,voice box cancer
2347,voice box health
2349,vomiting
2350,vulva cancer
2351,waist-to-height ratio
2352,wakame
2353,walnut
2354,walnut oil
2355,walnuts
2356,wart viruses
2357,warts
2358,water
2359,watercress
2360,watermelon
2361,watermelon seeds
2362,weakness
2363,weeds
2364,weight gain
2365,weight loss
2366,whale meat
2367,wheat
2368,whiff test
2369,whipped cream
2370,white meat
2372,white tea
2373,white wine
2374,Whitecoat project
2375,whiting
2377,wild game
2378,wine
2379,wine supplements
2380,women's health
2381,Women’s Healthy Eating and Living Study
2382,woodear mushrooms
2383,Workplace intervention
2384,World Cancer Research Fund
2385,World Health Organization
2386,worms
2387,wound healing
2388,wrinkles
2389,X-rays
2390,xanthan gum
2391,xanthones
2392,xeno-autoantibodies
2393,xenoestrogens
2394,xenohormesis
2395,xylitol
2396,Yale
2397,yams
2398,yeast
2400,yerba mate
2401,Yersinia
2402,yogurt
2403,Z-Sweet
2404,zeaxanthin
2406,zinc
2407,zingerone
2408,Zoloft
2409,zoonotic disease
2410,zucchini
2423,McDonalds
2425,preservation
2426,Yanomamo
2427,Heart of Gold: Turmeric vs. Exercise
2428,Does Fiber Really Prevent Diverticulosis?
2429,Diverticulosis: When Our Most Common Gut Disorder Hardly Existed
2430,Preventing Brain Loss with B Vitamins?
2431,Flame Retardant Pollutants and Child Development
2432,Peppermint Oil for Irritable Bowel Syndrome
2433,Can Diabetic Retinopathy Be Reversed?
2434,"Should You Sit, Squat, or Lean During a Bowel Movement?"
2435,How Many Bowel Movements Should You Have Every Day?
2436,The Best Kept Secret in Medicine
2437,Big Sugar Takes on the World Health Organization
2438,What Causes Diabetes?
2439,From Table to Able: Combating Disabling Diseases with Food
2440,More Than an Apple a Day: Combating Common Diseases
2441,Uprooting the Leading Causes of Death
2442,Drugs and the Demise of the Rice Diet
2443,Dietary Pollutants May Affect Testosterone Levels
2444,"Turmeric Curcumin, MGUS, and Multiple Myeloma"
2445,Why Do Plant-Based Diets Help Rheumatoid Arthritis?
2446,How to Prevent Kidney Stones With Diet
2447,Are the Benefits of Organic Food Underrated or Overrated?
2448,Are Organic Foods Healthier?
2449,How to Make Your Own Fruit and Vegetable Wash
2450,Are Organic Foods Safer?
2451,Are Organic Foods More Nutritious?
2452,Bowel Wars: Hydrogen Sulfide vs. Butyrate
2453,How to Prevent High Blood Pressure with Diet
2454,Antioxidants and Depression
2455,Cholesterol Crystals May Tear Through Our Artery Lining
2456,What Percent of Americans Lead Healthy Lifestyles?
2457,C. difficile Superbugs in Meat
2458,Formula for Childhood Obesity
2459,How to Prevent a Stroke
2460,Diabetes as a Disease of Fat Toxicity
2461,Peppermint Aromatherapy for Nausea
2462,Switching from Beef to Chicken & Fish May Not Lower Cholesterol
2463,How Much Fruit is Too Much?
2464,Diet and Amyotrophic Lateral Sclerosis (ALS)
2465,ALS (Lou Gehrig's Disease): Fishing for Answers
2466,Nutritional Yeast to Prevent the Common Cold
2467,Can Oatmeal Help Fatty Liver Disease?
2468,Oatmeal Lotion for Chemotherapy-Induced Rash
2469,"If White Rice is Linked to Diabetes, What About China?"
2470,Is Milk Good for Our Bones?
2471,Do Antidepressant Drugs Really Work?
2472,Exercise vs. Drugs for Depression
2473,Improving on the Mediterranean Diet
2474,Do Flexitarians Live Longer?
2475,Which Parts of the Mediterranean Diet Extended Life?
2476,PREDIMED: Does Eating Nuts Prevent Strokes?
2477,The Mediterranean Diet or a Whole Food Plant-Based Diet?
2478,Why Was Heart Disease Rare in the Mediterranean?
2479,Stool pH and Colon Cancer
2480,Preventing Ulcerative Colitis with Diet
2481,Optimal Cholesterol Level
2482,Reducing Glycotoxin Intake to Prevent Alzheimer's
2483,The Cilantro Gene
2485,Lipotoxicity: How Saturated Fat Raises Blood Sugar
2486,The Spillover Effect Links Obesity to Diabetes
2487,What Causes Insulin Resistance?
2488,The Problem With the Paleo Diet Argument 
2489,Why Prevention is Worth a Ton of Cure
2490,The Actual Benefit of Diet vs. Drugs
2491,Flax Seeds for Hypertension
2492,Preventing Alzheimer’s Disease With Plants
2493,Turmeric Curcumin vs. Exercise for Artery Function
2494,Enhancing Athletic Performance With Peppermint
2495,Never Too Late to Start Eating Healthier
2496,Are Raisins Good Snacks for Kids?
2497,Plant-Based Diets and Diabetes
2498,How Many Meet the Simple Seven?
2499,The Saturated Fat Studies: Set Up to Fail
2500,The Saturated Fat Studies: Buttering Up the Public
2501,Which Dietary Factors Affect Breast Cancer Most?
2502,Ciguatera Poisoning & Chronic Fatigue Syndrome
2503,Preventing Crohn’s Disease With Diet
2504,Why Do Vegan Women Have 5x Fewer Twins?
2505,"Estrogen in Meat, Dairy, and Eggs"
2506,Can Diet Protect Against Kidney Cancer?
2507,Paleo Diets May Negate Benefits of Exercise
2508,Aspartame and the Brain
2509,Chicken Big: Poultry and Obesity
2510,Coffee and Artery Function
2511,Food Industry Funded Research Bias
2512,Kempner Rice Diet: Whipping Us Into Shape
2513,Back in Circulation: Sciatica and Cholesterol
2514,"If Fructose is Bad, What About Fruit?"
2515,Eliminating 90% of Heart Disease Risk
2516,Inhibiting Platelet Activation with Tomato Seeds
2517,Preventing Alzheimer’s Disease with Diet
2518,Preventing Alzheimer’s with Lifestyle Changes
2519,How Much Added Sugar Is Too Much?
2520,Caloric Restriction vs. Plant-Based Diets
2521,GMO Soy and Breast Cancer
2522,Is Monsanto’s Roundup Pesticide Glyphosate Safe?
2523,Are GMOs Safe? The Case of Roundup Ready Soy
2524,Are GMOs Safe? The Case of Bt Corn
2525,Antibiotics: Agribusinesses’ Pound of Flesh
2526,Hospitals Selling Sickness
2527,Dairy Estrogen and Male Fertility
2528,The Role of Diet in Declining Sperm Counts
2529,Juicing Removes More Than Just Fiber
2530,Infectobesity: Adenovirus 36 and Childhood Obesity
2531,Turmeric Curcumin and Pancreatic Cancer
2532,Can Flax Seeds Help Prevent Breast Cancer?
2533,PCBs in Children’s Fish Oil Supplements
2534,How Much Hibiscus Tea is Too Much?
2535,Is There Too Much Aluminum in Tea?
2536,Protecting Teeth From Hibiscus Tea
2537,Hibiscus Tea vs. Plant-Based Diets for Hypertension
2538,Lifestyle Medicine Is the Standard of Care for Prediabetes
2539,Cooked Beans or Sprouted Beans?
2540,Does Cholesterol Size Matter?
2541,Telomeres: Cap It All Off with Diet
2542,Does Meditation Affect Cellular Aging?
2543,Treating Alzheimer's with Turmeric
2544,Preventing Alzheimer's with Turmeric
2545,Garlic and Raisins to Prevent Premature Birth
2546,Dioxins in U.S. Farm-Raised Catfish
2547,Collaboration with the New Vectors of Disease
2548,Four Nuts Once a Month
2549,How the Egg Board Designs Misleading Studies
2550,Barriers to Heart Disease Prevention
2551,Treating Gout with Cherry Juice
2552,MRSA Superbugs in Meat
2553,How to Prevent Prediabetes in Children
2554,How to Prevent Prediabetes from Turning into Diabetes
2555,"Beans, Beans, They're Good For Your Heart"
2556,How to Diagnose Gluten Intolerance
2557,Gluten-Free Diets: Separating the Wheat from the Chat
2558,Is Gluten Sensitivity Real?
2559,Treating Hepatitis C with Chlorella
2560,Childhood Constipation and Cow’s Milk
2561,Second Strategy to Cooking Broccoli
2562,Inhibiting Platelet Aggregation with Berries
2563,Illegal Drugs in Chicken Feathers
2564,What’s the Best Mouthwash?
2565,Which Vegetable Binds Bile Best?
2566,Breast Cancer and Constipation
2567,Evidence-Based Medicine or Evidence-Biased?
2568,Saving Lives By Treating Acne With Diet
2569,Prevent Cancer From Going on TOR
2570,Diabetics Should Take Their Pulses
2571,Preventing Prediabetes By Eating More
2572,Which Nut Fights Cancer Better?
2573,What Diet Should Physicians Recommend?
2574,Preventing Liver Cancer with Coffee
2575,Essential Tremor and Diet
2576,Cooking to Live Longer
2577,The Best Way to Cook Sweet Potatoes
2578,Anti-Cancer Potential of Sweet Potato Proteins
2579,Alzheimer’s Disease: Grain Brain or Meathead?
2580,Academy of Nutrition and Dietetics Conflicts of Interest
2581,Dark Chocolate and Artery Function
2582,Broccoli: Sprouts vs. Supplements
2583,When Low Risk Means High Risk
